item,cond,Q1,Q1O1,Q1O2,Q1O3,Q1corr_ans,Q2,Q2O1,Q2O2,Q2O3,Q2corr_ans,Q3,Q3O1,Q3O2,Q3O3,Q3corr_ans
9,1,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,C.There is not enough information,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,C.There is not enough information,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,2,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,B.Thom ,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,A.Up ,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,3,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,C.There is not enough information,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,A.Up ,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,4,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,B.Thom ,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,C.There is not enough information,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,5,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,C.There is not enough information,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,C.There is not enough information,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,6,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,A.Up ,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,B.Thom ,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,7,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,C.There is not enough information,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,B.Thom ,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
9,8,The Lodge is urgently looking for the missing child. A local police man is at the lodge and decides to look for the child himself which way should he head?,A.Up ,B.Down,C.There is not enough information,A.Up ,"Jonathan, Catherine and Thom are the first to arrive at the exclusive lodge this season, who is the least wealthy out of all of them?",A.Catherine,B.Thom ,C.There is not enough information,C.There is not enough information,The Ski resort caters to,A.Wealthy people,B.People on a budget ,C.There is not enough information,A.Wealthy people
10,1,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,C.There is not enough information,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,C.There is not enough information,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,2,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,A.Agatha,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,B.Left ,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,3,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,C.There is not enough information,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,B.Left ,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,4,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,A.Agatha,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,C.There is not enough information,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,5,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,C.There is not enough information,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,C.There is not enough information,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,6,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,B.Left ,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,A.Agatha,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,7,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,C.There is not enough information,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,A.Agatha,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
10,8,Sam wants to get rid of the plastic plants that have been disrupting her business. She is standing infront of the succulents and indoor plants in which direction should she look to find the plastic plants?,A.Right,B.Left ,C.There is not enough information,B.Left ,"The council is giving away a prize for the finest garden in the county, Agatha Sam and Rachel have all entered their gardens into the competition.  Who  is most likely to win? ",A.Agatha,B.Rachel,C.There is not enough information,C.There is not enough information,The Flower Shop is located on,A. Wensley High Street,B. Toucan Drive ,C.There is not enough information,A. Wensley High Street
11,1,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,C.There is not enough information,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,C.There is not enough information,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,2,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,B.Joanna ,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,B. Back ,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,3,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,C.There is not enough information,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,B. Back ,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,4,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,B.Joanna ,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,C.There is not enough information,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,5,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,C.There is not enough information,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,C.There is not enough information,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,6,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,B. Back ,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,B.Joanna ,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,7,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,C.There is not enough information,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,B.Joanna ,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
11,8,A holiday maker has lost his watch by the stream.  He is standing infront of the monument to the brave dog with his back towards the summer lodges. Which way should he go to try and find his watch ? ,A. Ahead,B.Back ,C.There is not enough information,B. Back ,Ian is new in the village and his family wants him to make friends with respected families. Out of the three friends who is Ian least likely to pick? ,A.Sally,B.Joanna ,C.There is not enough information,C.There is not enough information,The Monument behind the summer lodges is to commemorate,A. The soldiers that fought in the First World War ,B. A dog that saved its owners life,C.There is not enough information,B. A dog that saved its owners life
12,1,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,C.There is not enough information,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,C.There is not enough information,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,2,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,A.Josh,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,A.The Helicopter,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,3,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,C.There is not enough information,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,A.The Helicopter,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,4,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,A.Josh,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,C.There is not enough information,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,5,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,C.There is not enough information,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,C.There is not enough information,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,6,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,A.The Helicopter,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,A.Josh,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,7,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,C.There is not enough information,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,A.Josh,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
12,8,The helicopter pilot wants to know if he is flying higher than the biplane. Which aircraft is higher?,A.The Helicopter,B.The Biplane ,C.There is not enough information,A.The Helicopter,"Next year Taunton airfield will host a small air show, who is the most skilled pilot?",A.Josh,B.Terry,C.There is not enough information,C.There is not enough information,Torton airfield is,A.Empty,B.Busy,C.There is not enough information,B.Busy
13,1,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,C.There is not enough information,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,C.There is not enough information,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,2,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,A.Ella ,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,A.To the Left ,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,3,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,C.There is not enough information,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,A.To the Left ,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,4,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,A.Ella ,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,C.There is not enough information,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,5,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,C.There is not enough information,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,C.There is not enough information,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,6,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,A.To the Left ,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,A.Ella ,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,7,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,C.There is not enough information,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,A.Ella ,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
13,8,"The delivery man has come to the office with a large package containing the new fan, he is standing infront of the managers desk facing it but the manager has gone out for lunch. Where should he put the fan so that it is already where the manager wants it to be when she comes back?",A.To the Left ,B.To the right ,C.There is not enough information,A.To the Left ,"The office has decided who should handle the Barbeque, who is least likely to help the person cooking?",A.Ella ,B.Felix,C.There is not enough information,C.There is not enough information,The office is very___,A.Hot,B.Cold,C.There is not enough information,A.Hot
14,1,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,C.There is not enough information,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,C.There is not enough information,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,2,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,B. Steve ,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,B.In front of the lathe.,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,3,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,C.There is not enough information,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,B.In front of the lathe.,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,4,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,B. Steve ,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,C.There is not enough information,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,5,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,C.There is not enough information,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,C.There is not enough information,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,6,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,B.In front of the lathe.,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,B. Steve ,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,7,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,C.There is not enough information,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,B. Steve ,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
14,8,Daren has decided to set up a humane trap for the mouse where should he put it?,A.Behind the lathe ,B.In front of the lathe,C.There is not enough information,B.In front of the lathe.,One of Daren?s former clients is having trouble with a recent job that Daren handled. He wants it fixed right away. Who should Daren send so that the best metal workers remain in the workshop to handle the 3 custom Jobs? ,A.Toby ,B. Steve ,C.There is not enough information,C.There is not enough information,What is the name of the street where Darren's workshop is located?,A.Yew Street,B.Guatemala Street,C.There is not enough information,A.Yew Street
15,1,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,C.There is not enough information,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,C.There is not enough information,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,2,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,B.Linda ,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,B.Down ,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,3,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,C.There is not enough information,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,B.Down ,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,4,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,B.Linda ,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,C.There is not enough information,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,5,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,C.There is not enough information,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,C.There is not enough information,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,6,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,B.Down ,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,B.Linda ,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,7,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,C.There is not enough information,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,B.Linda ,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
15,8,The Foreman has decided to open up a new shaft. The Crew has assembled in the storage area in Shaft B. In which direction should they go to start the new mineshaft? ,A.Up,B.Down ,C.There is not enough information,B.Down ,A tax investigation is launched that will assess work place bonuses. Who has received the biggest bonus out of Lucy and Linda? ,A.Lucy,B.Linda ,C.There is not enough information,C.There is not enough information,The mine produces___,A.Iron,B.Copper ,C.There is not enough information,B.Copper
16,1,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,C.There is not enough information,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,C.There is not enough information,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,2,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,A.Jolene ,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,B.Right,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,3,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,C.There is not enough information,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,B.Right,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,4,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,A.Jolene ,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,C.There is not enough information,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,5,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,C.There is not enough information,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,C.There is not enough information,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,6,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,B.Right,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,A.Jolene ,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,7,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,C.There is not enough information,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,A.Jolene ,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
16,8,"Tommy has lost his backpack, he is standing in front of the posters facing them, which way does he need to go to find his backpack? ",A.Left,B.Right,C.There is not enough information,B.Right,Who sells the cheapest noodles?,A. Jolene ,B. Fanella,C.There is not enough information,C.There is not enough information,The food festival is held,A.Yearly,B.Monthly ,C.There is not enough information,A.Yearly
17,1,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,C.There is not enough information,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,C.There is not enough information,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,2,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,A.The Folk music Festival ,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,A.Team Blue,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
17,3,"Rockport's tourism board wants to advertise the local festivals in a county newspaper, which is the most popular festival in Rockport?",A.The folk music festival ,B. The sailing festival ,C.There is not enough information,C.There is not enough information,All of the teams are competent and skilled but which team is most likely to win the race? ,A.The blue team,B.The green team,C.There is not enough information,A.Team Blue,Rockport has ___,A.Many events that take place throughout the year,B.One event that takes place throughout the year,C.There is not enough information,A.Many events that take place throughout the year
