,item,cond,Stim,word_IDs,Placer,NumWords
51,7,3,sunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition though they were still less popular than the basketball group their popularity would influence how many members each group hadthe hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes to the right of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediately,186,51,184
52,7,4,sunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition it was apparent that their popularity had surpassed that of the basketball group their popularity would influence how many members each group hadthe hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediately,191,52,188
53,7,5,the hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediatelysunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition though they were still less popular than the basketball group their popularity would influence how many members each group had,188,53,185
54,7,6,the hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes to the right of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediatelysunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition it was apparent that their popularity had surpassed that of the basketball group their popularity would influence how many members each group had,190,54,187
55,7,7,the hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediatelysunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition it was apparent that their popularity had surpassed that of the basketball group their popularity would influence how many members each group had,191,55,188
56,7,8,the hall had been rented out for the high schools prom the theme was 1950s and the hall had been decorated accordingly with bunting and posters from the era to the right of the table with snacks and refreshments stood a photo booth where students could have their pictures taken in their fancy dress costumes to the right of the photo booth stood a table where students could write their well wishes to their fellow students teachers parents or anyone that had helped them get through the year all the tickets for the prom had sold out almost immediatelysunnydale high school was like any high school the basketball group was quite popular even more popular than the football group this may have been down to their recent win streak against their rival high school which had put them on their way to the basketball finals on another hand the art club had recently also exploded in popularity due to their very successful summer exhibition though they were still less popular than the basketball group their popularity would influence how many members each group had,187,56,184
57,8,1,the dunwich marathon drew from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin like ralph was a much better runner than mike this was going to be another tough one for mike the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were in front of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charity,193,57,191
58,8,2,the dunwich marathon drew runners from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin unlike ralph wasnt a better runner than mike this was still going to be another tough one for mikethe marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were behind of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charity,194,58,190
59,8,3,the dunwich marathon drew from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin like ralph was a much better runner than mike this was going to be another tough one for mike the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were behind of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charity,192,59,190
60,8,4,the dunwich marathon drew runners from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin unlike ralph wasnt a better runner than mike this was still going to be another tough one for mikethe marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were in front of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charity,195,60,191
61,8,5,the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were in front of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charitythe dunwich marathon drew from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin like ralph was a much better runner than mike this was going to be another tough one for mike,193,61,190
62,8,6,the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were behind of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charitythe dunwich marathon drew runners from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin unlike ralph wasnt a better runner than mike this was still going to be another tough one for mike,194,62,190
63,8,7,the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were in front of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charitythe dunwich marathon drew runners from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin unlike ralph wasnt a better runner than mike this was still going to be another tough one for mike,195,63,191
64,8,8,the marathon was held every year in dunwich all runners ran for a charity of their choosing and would run in a group together in order to stand out more for the crowds that gathered along the roads the runners of the local hospice knew they were behind the runners of the wildlife charity it didnt matter who won of course so long as everyone had fun the runners from the cancer charity knew they were behind of the runners from the hospice which encouraged them it would be a spectacular finish with a great deal of money raised for charitythe dunwich marathon drew from all over the county mike and his two friends ralph and dustin had come from two towns over to participate mike knew that he wasnt as good of a runner as ralph dustin was a relatively new friend of theirs having only joined their company a few months ago but they absolutely loved him as soon as the marathon began it became apparent that dustin like ralph was a much better runner than mike this was going to be another tough one for mike,192,64,189
65,9,1,jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born very wealthy but not as wealthy as jonathan high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere below the start of the slope and hadnt been seen in several hours,194,65,191
66,9,2,jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born rich and was even wealthier than jonathan high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere above the start of the slope and hadnt been seen in several hours,193,66,190
67,9,3,jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born very wealthy but not as wealthy as jonathan high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere above the start of the slope and hadnt been seen in several hours,194,67,191
68,9,4,jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born rich and was even wealthier than jonathan high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere below the start of the slope and hadnt been seen in several hours,193,68,190
69,9,5,high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere below the start of the slope and hadnt been seen in several hours jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born very wealthy but not as wealthy as jonathan,194,69,191
70,9,6,high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere above the start of the slope and hadnt been seen in several hours jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born rich and was even wealthier than jonathan,193,70,190
71,9,7,high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere below the start of the slope and hadnt been seen in several hours jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born rich and was even wealthier than jonathan,193,71,190
72,9,8,high up in the mountains is a world famous ski resort the resort caters almost exclusively to the incredibly wealthy it has some of the finest hotels and restaurants in the world the slope everyone at the resort desired to be seen on was above the most exclusive ski lodge people had to be specially invited to stay at the lodge though the lodge couldnt actually stop anyone from skiing on the slope they were responsible for its upkeep and safety a child has gone missing somewhere above the start of the slope and hadnt been seen in several hours jonathan had been looking forward to his skiing trip for a while now recent profitable returns on some risky investments had made him a lot of money and it was time to flaunt it he knew that his university rival thom would be skiing at the same resort as him and it made him very happy to know that his net worth was now way above thoms jonathan had invited his childhood friend catherine to go skiing with him catherine had been born very wealthy but not as wealthy as jonathan,194,72,191
73,10,1,agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who was much more knowledgeable than sam when it came to flowers the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the right of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them,175,73,170
74,10,2,agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who wasnt as knowledgeable as sam when it came to flowersthe flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the left of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them,175,74,168
75,10,3,agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who was much more knowledgeable than sam when it came to flowers the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the left of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them,175,75,170
76,10,4,agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who wasnt as knowledgeable as sam when it came to flowersthe flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the right of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them,175,76,168
77,10,5,the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the right of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who was much more knowledgeable than sam when it came to flowers,175,77,170
78,10,6,the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the left of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase themagatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who wasnt as knowledgeable as sam when it came to flowers,175,78,168
79,10,7,the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the right of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase them agatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who wasnt as knowledgeable as sam when it came to flowers,175,79,169
80,10,8,the flower shop on wensley high street was the towns favourite to the right of display of precut flowers was an arrangement of succulents that would change every week it was one of the reasons why the shop was so popular people loved the fact that they could return weekly and find something new recently a local prankster had taken to putting fake plastic plants with price tags somewhere to the left of the cut flowers much to the dismay of anyone unfortunate enough to accidentally purchase themagatha was a spectacular horticulturalist she was better even than sam who owned the flower shop if there was something that sam didnt know or wasnt sure about it was agatha that she would go to the two had worked together on multiple projects in the past recently a new flower shop had opened up in the next town over its proprietor was none other than sams old rival rachel who was much more knowledgeable than sam when it came to flowers,175,80,169
81,11,1,peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison sallys family was also not as well respected as peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream behind the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own,195,81,186
82,11,2,peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison though sallys family was far more respected than peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream in front of the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own,196,82,187
83,11,3,peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison sallys family was also not as well respected as peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream in front of the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own,197,83,188
84,11,4,peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison though sallys family was far more respected than peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream behind the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own,194,84,185
85,11,5,the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream behind the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison sallys family was also not as well respected as peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together,195,85,186
86,11,6,the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream in front of the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison though sallys family was far more respected than peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together,196,86,187
87,11,7,the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream behind the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison though sallys family was far more respected than peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together,194,87,185
88,11,8,the village of northport didnt offer that much in terms of regular amusement but it had some of the best camping around behind the rows of summer lodges was a stream where kids from the village would spend their entire summer they often played with those that had come to northport for the camping many friendships were forged in and around that stream in front of the summer lodges stood a monument to a dog that had saved his owners life during a bear attack at the cost of its own peter sally and joanna were best of friends they loved to play together their parents didnt like the three playing together they were far more concerned as to what people thought about them joannas family wasnt as well respected as peters due to joannas brother turning to crime a few years ago and going to prison sallys family was also not as well respected as peters family however none of this ever bothered the three at all no matter what was done or said to them they always found a way to spend the entire summer together,197,88,188
89,12,1,terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron had a great deal more experience than josh the torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a landing request from a small biplane that was having a few engine troubles but it was high above them so it had plenty of space and speed to be able to make a safe landing,171,89,168
90,12,2,terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron was not more experienced than joshthe torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a takeoff request from a small biplane that was having a few engine troubles that morning the tower wasnt sure if the mechanic had resolved the issue so at this point the tower could not ok the take off,174,90,168
91,12,3,terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron had a great deal more experience than josh the torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a takeoff request from a small biplane that was having a few engine troubles that morning the tower wasnt sure if the mechanic had resolved the issue so at this point the tower could not ok the take off,176,91,171
92,12,4,terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron was not more experienced than joshthe torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a landing request from a small biplane that was having a few engine troubles but it was high above them so it had plenty of space and speed to be able to make a safe landing,169,92,165
93,12,5,the torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a landing request from a small biplane that was having a few engine troubles but it was high above them so it had plenty of space and speed to be able to make a safe landing terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron had a great deal more experience than josh,171,93,168
94,12,6,the torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a takeoff request from a small biplane that was having a few engine troubles that morning the tower wasnt sure if the mechanic had resolved the issue so at this point the tower could not ok the take off terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron was not more experienced than josh,174,94,169
95,12,7,the torton airfield was busy this time of year the resident helicopter flight instructor was flying somewhere above the control tower he liked to tease the people in the control tower with stunts looked like they would end in a crash the tower couldnt care less though they were dealing with a landing request from a small biplane that was having a few engine troubles but it was high above them so it had plenty of space and speed to be able to make a safe landing terry was one of the most experienced pilots in torton hed been flying since he was a boy he was in fact a far more experienced pilot than josh who had been managing torton airfield for several years now the two got along fantastically and would often go for drinks together at the pub this year a new pilot had arrived in torton aaron an exstunt pilot who became a flight instructor aaron was not more experienced than josh,169,95,166
